[00:00:00,000 --> 00:00:01,400] 那从这节课开始呢
[00:49:43,870 --> 00:49:45,390] 到時候也會分享到
[00:49:45,390 --> 00:49:47,250] 大家的金貴的社群當中
[00:49:47,250 --> 00:49:49,770] 大家可以去問群款來拿啊
[00:49:49,770 --> 00:49:50,410] 好 最後
[00:49:50,410 --> 00:49:52,070] 再佈置一個作業
[00:49:52,070 --> 00:49:59,510] 大家可以把自己曾经利用信息差赚到钱的小故事
[00:49:59,510 --> 00:50:01,210] 发到你们的社群里
[00:50:01,210 --> 00:50:03,370] 或者说大家也可以想一想
[00:50:03,370 --> 00:50:04,630] 如果我自己没有过
[00:50:04,630 --> 00:50:08,610] 我身边有谁好像他当时是通过一个什么样的信息差
[00:50:08,610 --> 00:50:10,630] 赚到了一笔什么样的钱
[00:50:10,630 --> 00:50:13,230] 大家把这样一个故事分享到社群
[00:50:13,230 --> 00:50:17,450] 然后让各位小姐妹进行充分的探讨和学习以及复盘
[00:50:17,450 --> 00:50:18,150] 好吗
[00:50:18,150 --> 00:50:18,570] 好
[00:50:18,570 --> 00:50:19,470] 今天的课就到这
[00:50:19,470 --> 00:50:20,510] 咱们下期再见
[00:50:20,510 --> 00:50:20,850] 拜拜
